Movie,Actor,Strength
Lissi und der wilde Kaiser,Paddi Edwards,0.8
Bridget Jones: The Edge of Reason,Paddi Edwards,0.81
Death Proof,Paddi Edwards,0.765
"Schatzplanet, Der",Paddi Edwards,0.8
Perfect World,Paddi Edwards,0.6
Oxford Murders,Paddi Edwards,0
Drei Haselnüsse für Aschenbrödel,Joakim Natterqvist,0.8
Drachenzähmen (How to Train Your Dragon),Joakim Natterqvist,0.72
Gothika,Joakim Natterqvist,0.28
"Pompeji, Die letzten Tage von Pompeji",Joakim Natterqvist,0.21
Drei Haselnüsse für Aschenbrödel,Sofia Helin,4
Pakt der Wölfe (Brotherhood of the Wolf),Sofia Helin,2.5
Drei Haselnüsse für Aschenbrödel,Sofia Helin,1.1
Drachenzähmen (How to Train Your Dragon),Sofia Helin,0.6
"Insider, The",Sofia Helin,1.35
Monster,Sofia Helin,1.35
Monsters University,Sofia Helin,1.08
Drachenzähmen (How to Train Your Dragon),Sofia Helin,0.9
Full Metal Jacket,Sofia Helin,0.45
Gothika,Sofia Helin,0.72
Bowling for Columbine,Sofia Helin,0.64
"Eisprinzessin, Die",Sofia Helin,0.08
"Reader, The (Der Vorleser)",Sofia Helin,0.35
I am Legend,Stellan Skarsgård,1.35
Argo,Stellan Skarsgård,1.125
Mimic,Stellan Skarsgård,0.81
Identity,Stellan Skarsgård,0.72
Apocalypse Now,Stellan Skarsgård,0.8
LOST - Staffel 5,Stellan Skarsgård,0.08
Ice Age 2: The Meltdown,Stellan Skarsgård,0.49
Prinzessin Fantaghiro,Stellan Skarsgård,0.42
"Eiskönigin, Die (Frozen)",Stellan Skarsgård,0.35
Conspiracy.com,Simon Callow,1
I am Legend,Simon Callow,0.81
Schwerter des Königs (Dungeon Siege Tale),Simon Callow,0.63
Cloverfield,Simon Callow,0.64
"Score, The",Simon Callow,0.48
Iron Man,Simon Callow,0.4
Robin Hood: Prince of Thieves,Simon Callow,0.32
"Baader Meinhof Komplex, Der",Simon Callow,0.04
"Pompeji, Die letzten Tage von Pompeji",Simon Callow,0.21
Polar Express,Wesley Snipes,1
Polar Express,Michael Biehn,1
"Illusionist, The",Anne Archer,0.95
"Missing, The",Anne Archer,0.8
Dirty Dancing I,Anne Archer,0.675
Along Came Polly (… und dann kam Polly),Anne Archer,0.63
"Last Days on Mars, The",Anne Archer,0.54
Blood Diamond,Anne Archer,0.225
Herr der Gezeiten (The Prince of Tides),Anne Archer,0.225
"Score, The",Anne Archer,0.8
Hitch,Anne Archer,0.72
Liebe und Eis (The Cutting Edge),Anne Archer,0.4
Krieg der Welten (War of the Worlds),Anne Archer,0.16
No Country for old Men,Anne Archer,0.16
Notting Hill,Anne Archer,0.12
Poseidon,Anne Archer,0.08
Blow,Anne Archer,0.035
Half Light,Anne Archer,0.035
Harry Potter I - Stein der Weisen,Anne Archer,0.035
"Schwester der Königin, Die",Anne Archer,0.06
Cars,Anne Archer,0.03
"Maulwurf, Der - Abenteuer mit dem Igel",Anne Archer,0.006
Resident Evil: Extinction,Anne Archer,0.006
Conspiracy.com,Donald Sutherland,1
Million Dollar Baby,Donald Sutherland,0.9
I am Legend,Donald Sutherland,0.8
"Last Days on Mars, The",Donald Sutherland,0.5
Iron Man,Donald Sutherland,0.1
Krieg der Welten (War of the Worlds),Donald Sutherland,0.27
Kingsman,Donald Sutherland,0.225
Schwerter des Königs (Dungeon Siege Tale),Donald Sutherland,0.225
"Parfum, Das",Donald Sutherland,0.18
Robin Hood: Prince of Thieves,Donald Sutherland,0.135
Bone Collector,Donald Sutherland,0.108
"Book of Eli, The",Donald Sutherland,0.108
Catwoman,Donald Sutherland,0.108
Coyote Ugly,Donald Sutherland,0.108
Operation: Kingdom,Donald Sutherland,0.108
Sandmännchen - Frühlingsträume,Donald Sutherland,0.108
Cloverfield,Donald Sutherland,0.09
Bones: Die Knochenjägerin (Season 3),Donald Sutherland,0.12
"Scharlachrote Buchstabe, Der (Scarlet Letter)",Donald Sutherland,0.12
"Maulwurf, Der - Abenteuer als Fotograf",Donald Sutherland,0.096
"Baader Meinhof Komplex, Der",Donald Sutherland,0.08
Dead Man Walking,Donald Sutherland,0.08
Extreme Rage (Man Apart),Donald Sutherland,0.08
Fantastic Four: Rise of the Silver Surfer,Donald Sutherland,0.08
"Merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit, Das",Donald Sutherland,0.08
Mein Name ist Eugen,Donald Sutherland,0.064
Mit aller Macht (Primary Colors),Donald Sutherland,0.064
Far and Away (In einem Fernen Land),Donald Sutherland,0.04
"Kühe sind los, Die",Donald Sutherland,0.04
Poseidon,Donald Sutherland,0.04
Casanova,Donald Sutherland,0.032
"Pompeji, Die letzten Tage von Pompeji",Donald Sutherland,0.024
No Country for old Men,Donald Sutherland,0.07
Liebe und Eis (The Cutting Edge),Donald Sutherland,0.035
Monty Python and the Holy Grail,Donald Sutherland,0.014
Blow,Donald Sutherland,0.007
"Bourne Identity, The",Donald Sutherland,0.007
"Dschungelbuch, Das",Donald Sutherland,0.007
"Girl with the Dragon Tattoo, The (Verblendung)",Donald Sutherland,0.007
"Good Shepherd, The",Donald Sutherland,0.007
Kundun,Donald Sutherland,0.007
Mimic,Donald Sutherland,0.007
National Treasure II: Book of Secrets,Donald Sutherland,0.007
Breaking and Entering,Donald Sutherland,0.006
"Ghostwriter, Der",Donald Sutherland,0.003
Ice Age 2: The Meltdown,Maury Chaykin,0.99
Milk,Maury Chaykin,0.9
Plötzlich Prinzessin,Maury Chaykin,0.81
Prinzessin Fantaghiro,Maury Chaykin,0.72
Blow,Maury Chaykin,0.63
Liebe auf Umwegen (Raising Helen),Maury Chaykin,0.45
Silent Hill,Maury Chaykin,0.48
"Prophezeiung, Die",Maury Chaykin,0.007
Hitch,Robert Redford,1.1
Mission: Impossible,Robert Redford,0.54
Catwoman,Robert Redford,0.36
Final Cut,Robert Redford,0.27
"Sentinel, The",Robert Redford,0.225
Extreme Rage (Man Apart),Robert Redford,0.18
Lord of the Rings I - The Fellowship,Robert Redford,0.135
Exit,Robert Redford,0.126
Shaft,Robert Redford,0.08
Narnia II - Prinz Kaspian von Narnia,Robert Redford,0.04
"Fähnlein der sieben Aufrechten, Das",Robert Redford,0.032
"Illusionist, The",Robert Redford,0.105
Hangover,Robert Redford,0.028
Shrek 2,Robert Redford,0.021
Mercury Rising,Robert Redford,0.007
"Schöne und das Biest, Die",Michelle Pfeiffer,1.1
Shrek,Michelle Pfeiffer,1
Mission: Impossible,Michelle Pfeiffer,0.95
Shrek 2,Michelle Pfeiffer,0.8
"Changing-Up, The (Ausgewechselt)",Michelle Pfeiffer,0.6
Liebe und Eis (The Cutting Edge),Michelle Pfeiffer,0.27
Hangover,Michelle Pfeiffer,0.32
Lord of the Rings I - The Fellowship,Michelle Pfeiffer,0.04
Shaft,Michelle Pfeiffer,0.04
Catwoman,Michelle Pfeiffer,0.008
Liebe und Eis (The Cutting Edge),Stockard Channing,0.55
Hitch,Stockard Channing,0.81
Night at the Museum 2,Stockard Channing,0.72
"Score, The",Stockard Channing,1
Red Planet,Stockard Channing,0.48
Shrek 2,Stockard Channing,0.4
Shrek 2,Joe Mantegna,1.5
Sennentuntschi,Joe Mantegna,0.9
"Schöne und das Biest, Die",Joe Mantegna,0.855
Shrek,Joe Mantegna,0.81
Liebe und Eis (The Cutting Edge),Joe Mantegna,0.675
Gone Girl,Joe Mantegna,0.63
"Score, The",Joe Mantegna,0.64
Red Planet,Joe Mantegna,0.48
Shrek 2,Nicole Kidman,1.8
"Schöne und das Biest, Die",Nicole Kidman,0.9
Shrek 2,Hugh Jackman,1
Mission to Mars,Hugh Jackman,0.99
Slumdog Millionaire,Hugh Jackman,0.9
"Changing-Up, The (Ausgewechselt)",Hugh Jackman,0.765
Slumdog Millionaire,Hugh Jackman,0.72
"Golden Compass, The",Hugh Jackman,0.63
Mission: Impossible,Hugh Jackman,0.585
Sennentuntschi,Hugh Jackman,0.54
Biene Maja - Teil 1,Hugh Jackman,0.45
"Schöne und das Biest, Die",Hugh Jackman,0.315
Shrek,Hugh Jackman,0.27
"Fähnlein der sieben Aufrechten, Das",Hugh Jackman,0.32
Lord of the Rings I - The Fellowship,Hugh Jackman,0.28
Liebe und Eis (The Cutting Edge),Hugh Jackman,0.16
Hangover,Hugh Jackman,0.04
Mercury Rising,Hugh Jackman,0.016
Sideways,David Wenham,1.8
Bärenbrüder (Brother Bear),David Wenham,0.9
Flug 93 (United 93),Bryan Brown,1.1
"Ghostwriter, Der",Bryan Brown,1
Ghost Ship,Bryan Brown,0.15
Jagdfieber (Open Season),Bryan Brown,0.72
LOST - Staffel 3,Bryan Brown,0.36
Hinter dem Horizont (What Dreams May Come),Bryan Brown,0.27
Alatriste,Bryan Brown,0.09
Band of Brothers (Wir waren wie Brüder),Bryan Brown,0.09
"Parfum, Das",Bryan Brown,0.09
"Girl with the Dragon Tattoo, The (Verblendung)",Bryan Brown,0.072
Gestolene Herzen (Two If by Sea),Bryan Brown,0.045
Mission: Impossible,Bryan Brown,0.045
Chliine Iisbär - Em Nanouk sini Rettig,Bryan Brown,0.036
"Merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit, Das",Bryan Brown,0.036
Lola Rennt,Bryan Brown,0.4
Flags of Our Fathers,Bryan Brown,0.16
Lord of the Rings I - The Fellowship,Bryan Brown,0.088
Apocalypse Now,Bryan Brown,0.08
Mit aller Macht (Primary Colors),Bryan Brown,0.08
Liebe auf Umwegen (Raising Helen),Bryan Brown,0.064
Se7en,Bryan Brown,0.064
Cloverfield,Bryan Brown,0.04
Haven - Staffel 1,Bryan Brown,0.04
Notting Hill,Bryan Brown,0.04
Casanova,Bryan Brown,0.032
Exit,Bryan Brown,0.032
Hercules,Bryan Brown,0.032
Iron Man,Bryan Brown,0.024
Dumbo,Bryan Brown,0.016
Kaltes Blut (Infamous),Bryan Brown,0.016
Breaking and Entering,Bryan Brown,0.008
"Eiskönigin, Die (Frozen)",Bryan Brown,0.028
Krieg der Welten (War of the Worlds),Bryan Brown,0.021
"Pakt, Der (The Couvenant)",Bryan Brown,0.014
"American, The",Bryan Brown,0.007
Benny Hill - The Best of Benny Hill ,Bryan Brown,0.007
Daredevil,Bryan Brown,0.007
"Dschungelbuch, Das",Bryan Brown,0.007
Harry Potter V - Orden des Phönix,Bryan Brown,0.007
Ice Age 2: The Meltdown,Bryan Brown,0.007
Kingdom of Heaven,Bryan Brown,0.007
"Departed, The",Bryan Brown,0.006
Pate I (The Godfather),Bryan Brown,0.006
Robots,Bryan Brown,0.006
So was wie Liebe (A Lot Like Love),Bryan Brown,0.006
Mit aller Macht (Primary Colors),Jack Thompson,1.25
Krieg der Welten (War of the Worlds),Jack Thompson,0.99
Far and Away (In einem Fernen Land),Jack Thompson,0.9
Ghost Ship,Jack Thompson,0.81
Laws of Attraction,Jack Thompson,0.765
Robin Hood: Prince of Thieves,Jack Thompson,0.64
Fantastic Four: Rise of the Silver Surfer,Jack Thompson,0.6
Harry Potter III - Gefangene von Askaban,Jack Thompson,0.56
"Constant Gardener, The",Jack Thompson,0.52
Art of War,Barry Otto,1.125
Prinzessin Fantaghiro,Barry Otto,0.64
I am Legend,Sam Worthington,1.25
Casanova,Sam Worthington,0.99
"Jacket, The",Sam Worthington,0.9
Harry Potter VII - Heiligtümer des Todes (Teil 2),Sam Worthington,0.855
Rubinrot,Sam Worthington,0.81
Harry Potter VII - Heiligtümer des Todes (Teil 1),Sam Worthington,0.765
"Geheimnisvolle Schatz von Troja, Der",Sam Worthington,0.72
"Island, The",Sam Worthington,0.4
"Dolmetscherin, Die (The Interpreter)",Sam Worthington,0.2
Captain Corelli's Mandolin,Sam Worthington,0.12
Half Light,Sam Worthington,0.07
Drachenzähmen (How to Train Your Dragon),Sam Worthington,0.48
"History of Violance, The",Zoe Saldana,0.99
Flags of Our Fathers,Zoe Saldana,0.72
Barfuss,Sigourney Weaver,2
Dead Man Walking,Sigourney Weaver,0.9
"Bourne Supremacy, The",Sigourney Weaver,0.27
"Kill Bill, Volume 1",Sigourney Weaver,0.048
"Kühe sind los, Die",Sigourney Weaver,0.04
Dirty Dancing 2,Sigourney Weaver,0.63
"Bourne Identity, The",Sigourney Weaver,0.28
"Arielle, die Meerjungfrau",Sigourney Weaver,0.035
"Kiss Kiss, Bang Bang",Stephen Lang,1.1
"Good Morning, Vietnam",Stephen Lang,0.9
McLeods Töchter: Staffel 2,Stephen Lang,0.81
McLeods Töchter: Staffel 1,Stephen Lang,0.72
Alexander,Joel Moore,0.15
Shooter,Giovanni Ribisi,1.1
Reservoir Dogs,Giovanni Ribisi,0.81
Sideways,Giovanni Ribisi,0.48
Cars 2,Michelle Rodriguez,0.6
Dogma,Michelle Rodriguez,0.99
McLeods Töchter: Staffel 6,Michelle Rodriguez,0.81
Perfect World,Michelle Rodriguez,0.72
Platoon,Michelle Rodriguez,0.63
Snow Falling on Cedars,Michelle Rodriguez,0.45
Haven - Staffel 1,Martina Gedeck,1
Argo,Martina Gedeck,0.8
Krieg der Welten (War of the Worlds),Martina Gedeck,0.675
Argo,Martina Gedeck,0.63
Harry Potter II - Kammer des Schreckens,Martina Gedeck,0.36
Bounce,Martina Gedeck,0.225
Chliine Iisbär - Em Nanouk sini Rettig,Martina Gedeck,0.48
"Maulwurf, Der - Und seine Freunde",Martina Gedeck,0.48
Benny Hill - The Best of Benny Hill ,Martina Gedeck,0.4
Kingdom of Heaven,Martina Gedeck,0.12
Far and Away (In einem Fernen Land),Martina Gedeck,0.007
So was wie Liebe (A Lot Like Love),Martina Gedeck,0.006
Haven - Staffel 1,Moritz Bleibtreu,1
Argo,Moritz Bleibtreu,0.8
So was wie Liebe (A Lot Like Love),Moritz Bleibtreu,0.01
Krieg der Welten (War of the Worlds),Moritz Bleibtreu,0.675
Argo,Moritz Bleibtreu,0.63
Harry Potter II - Kammer des Schreckens,Moritz Bleibtreu,0.36
Bounce,Moritz Bleibtreu,0.225
Chliine Iisbär - Em Nanouk sini Rettig,Moritz Bleibtreu,0.48
Benny Hill - The Best of Benny Hill ,Moritz Bleibtreu,0.4
"Maulwurf, Der - Und seine Freunde",Moritz Bleibtreu,0.4
"Coco, der neugierige Affe",Moritz Bleibtreu,0.2
"Coco, der neugierige Affe",Moritz Bleibtreu,0.12
Kingdom of Heaven,Moritz Bleibtreu,0.12
Far and Away (In einem Fernen Land),Moritz Bleibtreu,0.007
"Prophezeiung, Die",Moritz Bleibtreu,0.0035
Finding Nemo,Johanna Wokalek,3.2
Gothika,Johanna Wokalek,1.76
Monsters University,Johanna Wokalek,1.76
